index,district,ward,type_of_housing,legal_paper,price
68502,Long Biên,Gia Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,104.94
42179,Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,100.0
2299,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,97.67
21152,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,82.07
22005,Đống Đa,Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,112.5
73869,Hà Đông,Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,92.31
47525,Thanh Xuân,Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,117.86
19620,Đống Đa,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,130.0
72311,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,88.33
27727,Hà Đông,Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,44.68
34749,Hai Bà Trưng,Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,93.65
11627,Thanh Xuân,Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,140.79
19940,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,83.78
51194,Long Biên,Bồ Đề,"Nhà mặt phố, mặt tiền",Đã có sổ,135.65
77623,Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,64.71
78777,Hoàng Mai,Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,60.34
64451,Cầu Giấy,Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,85.11
56429,Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,75.0
46878,Ba Đình,Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,100.0
79084,Đống Đa,Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,85.56
61973,Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,51.67
53898,Hoàng Mai,Định Công,"Nhà mặt phố, mặt tiền",Đã có sổ,82.22
28422,Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,72.0
34368,Hoàng Mai,Trần Phú,"Nhà ngõ, hẻm",Đã có sổ,68.57
54706,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,53.33
72476,Đống Đa,Hàng Bột,"Nhà mặt phố, mặt tiền",Đang chờ sổ,90.0
39132,Hoàng Mai,Lĩnh Nam,"Nhà mặt phố, mặt tiền",Đã có sổ,97.22
49581,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,76.29
7352,Cầu Giấy,Nghĩa Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,88.0
9507,Ba Đình,Vĩnh Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,200.0
53001,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,88.24
44486,Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,70.27
65321,Cầu Giấy,Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,104.69
24002,Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,57.69
45044,Thanh Xuân,Kim Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,79.17
55398,Cầu Giấy,Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,74.42
10469,Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,75.2
28007,Thanh Xuân,Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,48.33
64974,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,92.11
9204,Ba Đình,Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,98.68
64772,Hai Bà Trưng,Quỳnh Mai,"Nhà ngõ, hẻm",Đã có sổ,80.0
73354,Hai Bà Trưng,Bạch Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,58.0
44976,Bắc Từ Liêm,Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,72.58
369,Ba Đình,Liễu Giai,Nhà biệt thự,Đã có sổ,161.13
75260,Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,56.67
13747,Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,79.55
40994,Cầu Giấy,Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,303.92
41664,Hai Bà Trưng,Đồng Tâm,"Nhà mặt phố, mặt tiền",Đã có sổ,98.33
61206,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,118.75
51054,Ba Đình,Kim Mã,"Nhà mặt phố, mặt tiền",Đã có sổ,76.0
69408,Đống Đa,Phương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,209.0
12445,Hoàn Kiếm,Cửa Đông,"Nhà ngõ, hẻm",Đã có sổ,113.16
45019,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,88.33
74396,Đống Đa,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,75.81
17758,Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,75.0
41512,Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,63.1
30107,Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,61.67
25110,Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,121.43
78932,Ba Đình,Liễu Giai,"Nhà mặt phố, mặt tiền",Đã có sổ,210.0
60536,Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,37.14
50536,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,142.86
3871,Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,63.83
80840,Tây Hồ,Nhật Tân,"Nhà ngõ, hẻm",Đã có sổ,96.88
46211,Thanh Xuân,Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,62.5
25362,Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,100.0
22474,Hà Đông,Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,81.54
70485,Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,81.25
27436,Bắc Từ Liêm,Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,50.0
1408,Hai Bà Trưng,Quỳnh Mai,"Nhà ngõ, hẻm",Đã có sổ,82.61
3450,Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,40.57
69226,Hoàng Mai,Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,144.74
35059,Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,57.74
12300,Tây Hồ,Tứ Liên,"Nhà ngõ, hẻm",Đã có sổ,76.0
3741,Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,66.67
70978,Hà Đông,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,90.91
29745,Huyện Thanh Trì,Xã Tân Triều,"Nhà ngõ, hẻm",Đã có sổ,70.45
27506,Ba Đình,Giảng Võ,"Nhà ngõ, hẻm",Đã có sổ,108.33
21306,Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,93.1
35105,Long Biên,Long Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,166.67
38902,Cầu Giấy,Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,97.14
32549,Nam Từ Liêm,Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,80.0
57513,Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,88.89
3134,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,92.0
81082,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,92.11
17076,Huyện Thanh Trì,Xã Tân Triều,"Nhà mặt phố, mặt tiền",Đã có sổ,98.69
32984,Hà Đông,Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,60.5
65406,Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,57.69
56261,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,92.59
49601,Hà Đông,Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,56.25
53646,Nam Từ Liêm,Đại Mỗ,"Nhà mặt phố, mặt tiền",Đã có sổ,79.17
64991,Cầu Giấy,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,64.44
15446,Hai Bà Trưng,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,120.0
59113,Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,77.27
18345,Cầu Giấy,Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,92.86
73953,Hai Bà Trưng,Minh Khai,"Nhà mặt phố, mặt tiền",Đã có sổ,72.22
9296,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,69.44
52245,Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,77.5
39060,Đống Đa,Láng Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,284.62
27134,Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,96.25
62666,Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,70.83
23810,Bắc Từ Liêm,Cổ Nhuế 1,"Nhà mặt phố, mặt tiền",Đã có sổ,100.0
41102,Hà Đông,Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,42.19
74798,Thanh Xuân,Thượng Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,201.92
55383,Tây Hồ,Tứ Liên,"Nhà ngõ, hẻm",Đã có sổ,102.5
42735,Cầu Giấy,Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,114.58
64177,Bắc Từ Liêm,Phú Diễn,"Nhà mặt phố, mặt tiền",Đã có sổ,114.58
40504,Long Biên,Đức Giang,"Nhà ngõ, hẻm",Đã có sổ,59.0
42519,Đống Đa,Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,119.44
81444,Hà Đông,Quang Trung,"Nhà mặt phố, mặt tiền",Giấy tờ khác,60.0
50736,Hoàng Mai,Định Công,"Nhà mặt phố, mặt tiền",Đã có sổ,98.18
79136,Ba Đình,Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,95.65
65281,Đống Đa,Văn Miếu,"Nhà ngõ, hẻm",Đã có sổ,115.63
16569,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,167.5
41575,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,72.5
65070,Bắc Từ Liêm,Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,98.33
42325,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,56.06
8567,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,103.45
34177,Hai Bà Trưng,Thanh Nhàn,"Nhà mặt phố, mặt tiền",Đã có sổ,147.06
24213,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,85.11
66600,Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,83.33
77489,Thanh Xuân,Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,82.86
53931,Hai Bà Trưng,Đồng Tâm,"Nhà mặt phố, mặt tiền",Đã có sổ,210.0
27024,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,127.17
68373,Đống Đa,Thổ Quan,"Nhà mặt phố, mặt tiền",Đã có sổ,439.56
47695,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,106.41
21760,Đống Đa,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,88.71
44511,Hà Đông,Yên Nghĩa,"Nhà mặt phố, mặt tiền",Đã có sổ,53.64
60830,Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,126.0
15111,Tây Hồ,Xuân La,"Nhà mặt phố, mặt tiền",Đã có sổ,82.22
2019,Hoàng Mai,Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,77.14
69014,Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,70.0
6002,Hà Đông,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,64.42
5882,Bắc Từ Liêm,Phúc Diễn,"Nhà ngõ, hẻm",Đã có sổ,75.68
21974,Cầu Giấy,Quan Hoa,"Nhà ngõ, hẻm",Đang chờ sổ,88.89
34226,Đống Đa,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,112.2
16677,Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,58.0
56969,Thanh Xuân,Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,94.12
32114,Hoàng Mai,Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,58.77
50761,Huyện Hoài Đức,Xã Đức Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,42.11
2315,Thanh Xuân,Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,68.18
67742,Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,100.0
70701,Hoàng Mai,Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,57.29
79387,Đống Đa,Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,102.56
27639,Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,129.79
31009,Nam Từ Liêm,Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,76.92
81992,Huyện Thanh Trì,Xã Ngọc Hồi,"Nhà ngõ, hẻm",Đã có sổ,58.14
30965,Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,105.45
6218,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,55.45
39363,Hai Bà Trưng,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,61.54
51214,Nam Từ Liêm,Phú Đô,"Nhà ngõ, hẻm",Đã có sổ,84.48
65296,Thanh Xuân,Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,110.96
15355,Hai Bà Trưng,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,56.06
20208,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,88.0
3864,Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,78.18
9190,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,74.0
68471,Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,84.0
59588,Đống Đa,Nam Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,180.0
17483,Đống Đa,Trung Phụng,"Nhà mặt phố, mặt tiền",Đã có sổ,96.67
56141,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,160.0
4030,Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,89.39
37286,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,156.06
43705,Cầu Giấy,Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,98.21
44031,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,93.75
30621,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,106.98
19506,Hà Đông,Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,54.55
58822,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,71.74
26276,Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,89.19
71399,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,103.33
22834,Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,98.33
19320,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,75.76
46697,Huyện Thanh Trì,Xã Liên Ninh,"Nhà ngõ, hẻm",Đã có sổ,28.89
68323,Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,91.43
76307,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,114.0
38224,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,74.29
9040,Đống Đa,Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,96.25
66836,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,112.9
50886,Thanh Xuân,Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,75.0
50071,Thanh Xuân,Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,72.29
53351,Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,116.67
1560,Thanh Xuân,Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,73.0
7864,Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,79.07
74553,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,183.33
58629,Hai Bà Trưng,Đống Mác,"Nhà mặt phố, mặt tiền",Đã có sổ,139.73
15947,Tây Hồ,Yên Phụ,"Nhà mặt phố, mặt tiền",Đã có sổ,187.5
5755,Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,61.67
57331,Tây Hồ,Xuân La,"Nhà mặt phố, mặt tiền",Đã có sổ,108.57
80210,Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,77.78
11408,Đống Đa,Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,140.0
71869,Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,105.56
77615,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,102.0
2645,Tây Hồ,Bưởi,"Nhà mặt phố, mặt tiền",Đã có sổ,164.81
43351,Hoàn Kiếm,Hàng Bồ,"Nhà mặt phố, mặt tiền",Đã có sổ,716.67
54479,Hà Đông,Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,50.0
11731,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,101.9
51299,Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,145.0
43558,Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,78.13
50991,Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,81.43
53468,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,48.57
11727,Đống Đa,Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,392.16
76476,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,85.29
25897,Hoàn Kiếm,Trần Hưng Đạo,"Nhà ngõ, hẻm",Đã có sổ,145.0
66927,Nam Từ Liêm,Mễ Trì,"Nhà ngõ, hẻm",Đã có sổ,84.44
54087,Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,61.0
62906,Hai Bà Trưng,Đống Mác,"Nhà ngõ, hẻm",Đã có sổ,91.43
45999,Hai Bà Trưng,Cầu Dền,"Nhà ngõ, hẻm",Đã có sổ,91.43
72389,Nam Từ Liêm,Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,69.44
19514,Huyện Hoài Đức,Xã Vân Canh,"Nhà ngõ, hẻm",Đã có sổ,51.47
73810,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,87.78
13896,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,85.94
1872,Tây Hồ,Nhật Tân,"Nhà ngõ, hẻm",Đã có sổ,83.33
24840,Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,62.09
12203,Đống Đa,Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,116.28
66044,Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,112.73
29682,Ba Đình,Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,100.0
21759,Hai Bà Trưng,Phạm Đình Hổ,"Nhà ngõ, hẻm",Đã có sổ,130.3
26521,Thanh Xuân,Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,146.67
79016,Cầu Giấy,Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,115.63
17403,Long Biên,Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,51.22
48866,Hà Đông,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,79.69
33893,Cầu Giấy,Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,323.53
15333,Tây Hồ,Yên Phụ,"Nhà ngõ, hẻm",Đã có sổ,98.0
8527,Hà Đông,Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,41.03
31900,Thanh Xuân,Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,93.75
43893,Tây Hồ,Yên Phụ,"Nhà ngõ, hẻm",Đã có sổ,111.46
41632,Thanh Xuân,Thanh Xuân Trung,Nhà phố liền kề,Đã có sổ,106.48
79823,Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,64.44
15542,Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,77.78
48977,Đống Đa,Cát Linh,"Nhà ngõ, hẻm",Đã có sổ,187.1
47260,Hà Đông,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,95.56
26394,Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,245.45
39524,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,90.91
8548,Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,95.53
43291,Nam Từ Liêm,Trung Văn,"Nhà ngõ, hẻm",Đã có sổ,86.84
41522,Cầu Giấy,Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,197.37
78240,Huyện Thanh Trì,Xã Tả Thanh Oai,"Nhà ngõ, hẻm",Đã có sổ,37.5
46951,Huyện Đông Anh,Xã Kim Chung,"Nhà ngõ, hẻm",Đã có sổ,37.9
19049,Cầu Giấy,Nghĩa Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,333.33
14344,Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,130.0
53466,Long Biên,Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,87.5
66487,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,90.37
43802,Đống Đa,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,110.0
67337,Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,67.81
39522,Tây Hồ,Xuân La,"Nhà mặt phố, mặt tiền",Đã có sổ,160.42
39520,Đống Đa,Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,200.0
21142,Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,100.0
23134,Bắc Từ Liêm,Thượng Cát,"Nhà ngõ, hẻm",Đã có sổ,62.5
37727,Đống Đa,Trung Tự,"Nhà mặt phố, mặt tiền",Đã có sổ,137.78
48795,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,65.52
77493,Hoàng Mai,Định Công,"Nhà mặt phố, mặt tiền",Đã có sổ,138.33
82012,Đống Đa,Hàng Bột,"Nhà mặt phố, mặt tiền",Đã có sổ,148.57
22503,Hoàng Mai,Lĩnh Nam,"Nhà mặt phố, mặt tiền",Đã có sổ,83.33
43014,Ba Đình,Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,82.81
25741,Cầu Giấy,Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,111.11
32189,Hai Bà Trưng,Bạch Đằng,"Nhà ngõ, hẻm",Đã có sổ,83.67
6136,Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,94.0
40779,Bắc Từ Liêm,Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,84.38
66641,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,94.05
20653,Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,80.64
26690,Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,84.38
1395,Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,85.71
50089,Tây Hồ,Yên Phụ,"Nhà ngõ, hẻm",Đã có sổ,41.67
69789,Long Biên,Đức Giang,"Nhà ngõ, hẻm",Đã có sổ,70.31
33422,Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,110.26
39556,Bắc Từ Liêm,Phú Diễn,"Nhà ngõ, hẻm",Đã có sổ,72.73
16742,Đống Đa,Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,97.14
69775,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,84.0
57802,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,87.14
49013,Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,69.97
80483,Hà Đông,Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,65.56
3898,Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,76.92
45206,Đống Đa,Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,85.29
22276,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,83.33
70382,Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,85.25
7919,Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,100.0
65046,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,76.71
44143,Hai Bà Trưng,Trương Định,"Nhà mặt phố, mặt tiền",Đã có sổ,159.18
12796,Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,85.94
44893,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,47.79
9733,Hoàng Mai,Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,120.0
38827,Ba Đình,Liễu Giai,"Nhà mặt phố, mặt tiền",Đã có sổ,136.36
58738,Hoàng Mai,Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,53.66
69279,Hà Đông,Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,94.12
32927,Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,103.03
32279,Cầu Giấy,Yên Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,112.2
33538,Thanh Xuân,Thượng Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,157.89
43489,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,96.77
28836,Bắc Từ Liêm,Phúc Diễn,"Nhà mặt phố, mặt tiền",Đã có sổ,75.0
45114,Hà Đông,La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,127.27
32496,Hai Bà Trưng,Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,71.43
20910,Nam Từ Liêm,Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,85.71
80254,Ba Đình,Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,93.75
24005,Tây Hồ,Bưởi,"Nhà mặt phố, mặt tiền",Đã có sổ,311.11
15682,Hà Đông,Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,50.0
